datetime,Sto Nino,San Jose
01/01/2015 0:00,0,6840
02/01/2015 0:00,0,6650
03/01/2015 0:00,0,5890
04/01/2015 0:00,0,5890
05/01/2015 0:00,0,4940
06/01/2015 0:00,0,4790
07/01/2015 0:00,0,4340
08/01/2015 0:00,0,4040
09/01/2015 0:00,0,3890
10/01/2015 0:00,0,3740
11/01/2015 0:00,0,3440
12/01/2015 0:00,0,3440
13/01/2015 0:00,0,3320
14/01/2015 0:00,0,3440
15/01/2015 0:00,0,3320
16/01/2015 0:00,0,3320
17/01/2015 0:00,0,3320
18/01/2015 0:00,0,4790
19/01/2015 0:00,0,4490
20/01/2015 0:00,0,3740
21/01/2015 0:00,0,3440
22/01/2015 0:00,0,3320
23/01/2015 0:00,0,3080
24/01/2015 0:00,0,2480
25/01/2015 0:00,0,2240
26/01/2015 0:00,0,2150
27/01/2015 0:00,0,2060
28/01/2015 0:00,0,2060
29/01/2015 0:00,0,2060
30/01/2015 0:00,0,2060
31/01/2015 0:00,0,2060
01/02/2015 0:00,0,2060
02/02/2015 0:00,0,2060
03/02/2015 0:00,0,1970
04/02/2015 0:00,0,1970
05/02/2015 0:00,0,1970
06/02/2015 0:00,0,1880
07/02/2015 0:00,0,1880
08/02/2015 0:00,0,1880
09/02/2015 0:00,0,1880
10/02/2015 0:00,0,1880
11/02/2015 0:00,0,1880
12/02/2015 0:00,0,1880
13/02/2015 0:00,0,1880
14/02/2015 0:00,0,1880
15/02/2015 0:00,0,1790
16/02/2015 0:00,0,1790
17/02/2015 0:00,0,1790
18/02/2015 0:00,0,1790
19/02/2015 0:00,0,1790
20/02/2015 0:00,0,1790
21/02/2015 0:00,0,1790
22/02/2015 0:00,0,1790
23/02/2015 0:00,0,1790
24/02/2015 0:00,0,1790
25/02/2015 0:00,0,1790
26/02/2015 0:00,0,1880
27/02/2015 0:00,0,1970
28/02/2015 0:00,0,1970
01/03/2015 0:00,0,2060
02/03/2015 0:00,0,2150
03/03/2015 0:00,0,2150
04/03/2015 0:00,0,2240
05/03/2015 0:00,0,2360
06/03/2015 0:00,0,2360
07/03/2015 0:00,0,2360
08/03/2015 0:00,0,2360
09/03/2015 0:00,0,2480
10/03/2015 0:00,0,2600
11/03/2015 0:00,0,2480
12/03/2015 0:00,0,2480
13/03/2015 0:00,0,2600
14/03/2015 0:00,0,2600
15/03/2015 0:00,0,2600
16/03/2015 0:00,0,2720
17/03/2015 0:00,0,2720
18/03/2015 0:00,0,2720
19/03/2015 0:00,0,2720
20/03/2015 0:00,0,2840
21/03/2015 0:00,0,2840
22/03/2015 0:00,0,2960
23/03/2015 0:00,0,3080
24/03/2015 0:00,0,2960
25/03/2015 0:00,0,2960
26/03/2015 0:00,0,2840
27/03/2015 0:00,0,2840
28/03/2015 0:00,0,2960
29/03/2015 0:00,0,2960
30/03/2015 0:00,0,2960
31/03/2015 0:00,0,3080
01/04/2015 0:00,14120,2960
02/04/2015 0:00,14120,3080
03/04/2015 0:00,13800,3080
04/04/2015 0:00,14440,3200
05/04/2015 0:00,14440,3200
06/04/2015 0:00,14760,3200
07/04/2015 0:00,14120,3200
08/04/2015 0:00,14120,3320
09/04/2015 0:00,14440,3440
10/04/2015 0:00,13800,3440
11/04/2015 0:00,14120,3590
12/04/2015 0:00,13800,3740
13/04/2015 0:00,14120,3740
14/04/2015 0:00,14120,3890
15/04/2015 0:00,18550,4040
16/04/2015 0:00,19290,4040
17/04/2015 0:00,19290,4040
18/04/2015 0:00,24900,4040
19/04/2015 0:00,68120,4040
20/04/2015 0:00,66030,4640
21/04/2015 0:00,65360,5130
22/04/2015 0:00,65360,4490
23/04/2015 0:00,69540,4040
24/04/2015 0:00,68830,3890
25/04/2015 0:00,68830,3890
26/04/2015 0:00,66030,3890
27/04/2015 0:00,62680,3890
28/04/2015 0:00,60000,3890
29/04/2015 0:00,58720,3890
30/04/2015 0:00,19680,3890
01/05/2015 0:00,19680,3890
02/05/2015 0:00,19290,3740
03/05/2015 0:00,19290,3740
04/05/2015 0:00,19290,3740
05/05/2015 0:00,19290,3740
06/05/2015 0:00,19290,4040
07/05/2015 0:00,17500,4040
08/05/2015 0:00,17500,3740
09/05/2015 0:00,17500,5130
10/05/2015 0:00,17150,11560
11/05/2015 0:00,16800,10110
12/05/2015 0:00,16800,8280
13/05/2015 0:00,17150,3890
14/05/2015 0:00,17150,3590
15/05/2015 0:00,17150,3080
16/05/2015 0:00,18200,2960
17/05/2015 0:00,18200,2960
18/05/2015 0:00,18200,2840
19/05/2015 0:00,18200,2840
20/05/2015 0:00,18900,2840
21/05/2015 0:00,19290,2840
22/05/2015 0:00,18900,2840
23/05/2015 0:00,17850,2840
24/05/2015 0:00,17850,2960
25/05/2015 0:00,18900,2720
26/05/2015 0:00,18900,2720
27/05/2015 0:00,18900,2720
28/05/2015 0:00,18900,2720
29/05/2015 0:00,18200,2720
30/05/2015 0:00,17500,2600
31/05/2015 0:00,17850,2600
01/06/2015 0:00,18550,2480
02/06/2015 0:00,18550,2480
03/06/2015 0:00,18550,3200
04/06/2015 0:00,18550,3320
05/06/2015 0:00,17850,2480
06/06/2015 0:00,17500,2360
07/06/2015 0:00,17500,2480
08/06/2015 0:00,18550,2840
09/06/2015 0:00,18200,3440
10/06/2015 0:00,18200,6270
11/06/2015 0:00,18200,5890
12/06/2015 0:00,17150,4940
13/06/2015 0:00,17150,4040
14/06/2015 0:00,15400,3440
15/06/2015 0:00,14760,3440
16/06/2015 0:00,15080,2720
17/06/2015 0:00,13800,2150
18/06/2015 0:00,16100,2240
19/06/2015 0:00,37660,2240
20/06/2015 0:00,36100,3440
21/06/2015 0:00,30680,6460
22/06/2015 0:00,26160,5130
23/06/2015 0:00,25320,3590
24/06/2015 0:00,23640,2600
25/06/2015 0:00,32100,3320
26/06/2015 0:00,28840,2840
27/06/2015 0:00,25320,6650
28/06/2015 0:00,25740,5510
29/06/2015 0:00,24900,5700
30/06/2015 0:00,25320,10980
01/07/2015 0:00,30220,6080
02/07/2015 0:00,86660,10690
03/07/2015 0:00,70250,10980
04/07/2015 0:00,62010,16050
05/07/2015 0:00,70960,28840
06/07/2015 0:00,83540,37560
07/07/2015 0:00,83540,51240
08/07/2015 0:00,90620,280290
09/07/2015 0:00,88220,196640
10/07/2015 0:00,138000,172340
11/07/2015 0:00,116240,56580
12/07/2015 0:00,93050,29940
13/07/2015 0:00,75280,14940
14/07/2015 0:00,41900,7320
15/07/2015 0:00,38190,7800
16/07/2015 0:00,36100,8520
17/07/2015 0:00,33100,5320
18/07/2015 0:00,31140,3320
19/07/2015 0:00,30680,2720
20/07/2015 0:00,31600,3890
21/07/2015 0:00,32600,9240
22/07/2015 0:00,51200,4640
23/07/2015 0:00,32100,4190
24/07/2015 0:00,73800,4790
25/07/2015 0:00,70960,4940
26/07/2015 0:00,88220,7800
27/07/2015 0:00,88220,9530
28/07/2015 0:00,58720,27190
29/07/2015 0:00,48800,50440
30/07/2015 0:00,55520,56580
31/07/2015 0:00,60670,65090
01/08/2015 0:00,58720,51240
02/08/2015 0:00,60000,47240
03/08/2015 0:00,74540,58360
04/08/2015 0:00,101350,35520
05/08/2015 0:00,48800,21620
06/08/2015 0:00,46460,7560
07/08/2015 0:00,74540,4640
08/08/2015 0:00,48200,6270
09/08/2015 0:00,50000,4940
10/08/2015 0:00,50000,23030
11/08/2015 0:00,76020,18100
12/08/2015 0:00,62010,8760
13/08/2015 0:00,58080,13540
14/08/2015 0:00,58720,15640
15/08/2015 0:00,80460,36850
16/08/2015 0:00,64690,39690
17/08/2015 0:00,50600,27190
18/08/2015 0:00,48800,18510
19/08/2015 0:00,45890,14240
20/08/2015 0:00,47600,11560
21/08/2015 0:00,90620,39690
22/08/2015 0:00,110000,83460
23/08/2015 0:00,103900,110790
24/08/2015 0:00,101350,107890
25/08/2015 0:00,127400,93140
26/08/2015 0:00,119920,32420
27/08/2015 0:00,68120,16460
28/08/2015 0:00,99650,10110
29/08/2015 0:00,73090,15290
30/08/2015 0:00,66030,11270
31/08/2015 0:00,113520,9000
01/09/2015 0:00,81980,10400
02/09/2015 0:00,71670,9530
03/09/2015 0:00,74540,10110
04/09/2015 0:00,91430,18920
05/09/2015 0:00,101350,27190
06/09/2015 0:00,89000,17690
07/09/2015 0:00,95480,26090
08/09/2015 0:00,92240,37560
09/09/2015 0:00,110000,34280
10/09/2015 0:00,81980,22560
11/09/2015 0:00,82760,28840
12/09/2015 0:00,79720,31180
13/09/2015 0:00,83540,22090
14/09/2015 0:00,89810,44040
15/09/2015 0:00,114400,44040
16/09/2015 0:00,97950,24440
17/09/2015 0:00,97950,22560
18/09/2015 0:00,97100,18510
19/09/2015 0:00,71670,14590
20/09/2015 0:00,78240,21150
21/09/2015 0:00,68830,18510
22/09/2015 0:00,85880,12840
23/09/2015 0:00,104750,9530
24/09/2015 0:00,90620,10110
25/09/2015 0:00,63350,13190
26/09/2015 0:00,65360,19740
27/09/2015 0:00,100500,18100
28/09/2015 0:00,118080,19330
29/09/2015 0:00,89000,23500
30/09/2015 0:00,68830,21620
01/10/2015 0:00,68830,24440
02/10/2015 0:00,276700,627410
03/10/2015 0:00,140940,216150
04/10/2015 0:00,128350,141870
05/10/2015 0:00,118080,115140
06/10/2015 0:00,86660,41110
07/10/2015 0:00,68120,18920
08/10/2015 0:00,123600,18100
09/10/2015 0:00,83540,18100
10/10/2015 0:00,64690,15640
11/10/2015 0:00,57440,23030
12/10/2015 0:00,47030,16050
13/10/2015 0:00,38720,11850
14/10/2015 0:00,43610,15640
15/10/2015 0:00,54240,12490
16/10/2015 0:00,64690,6460
17/10/2015 0:00,123600,15640
18/10/2015 0:00,295050,1263180
19/10/2015 0:00,153100,140160
20/10/2015 0:00,150040,44040
21/10/2015 0:00,73800,18510
22/10/2015 0:00,69540,11270
23/10/2015 0:00,70250,12840
24/10/2015 0:00,68830,9820
25/10/2015 0:00,63350,10980
26/10/2015 0:00,55520,10110
27/10/2015 0:00,53000,7080
28/10/2015 0:00,49400,6650
29/10/2015 0:00,45890,5700
30/10/2015 0:00,45890,5320
31/10/2015 0:00,43610,4640
01/11/2015 0:00,39250,4640
02/11/2015 0:00,36100,5130
03/11/2015 0:00,34100,4640
04/11/2015 0:00,32100,4190
05/11/2015 0:00,33600,4040
06/11/2015 0:00,33100,3890
07/11/2015 0:00,32600,3890
08/11/2015 0:00,31600,4040
09/11/2015 0:00,29300,5130
10/11/2015 0:00,28380,4940
11/11/2015 0:00,26160,4340
12/11/2015 0:00,25740,3890
13/11/2015 0:00,24900,3590
14/11/2015 0:00,24480,3200
15/11/2015 0:00,23640,3200
16/11/2015 0:00,22800,3200
17/11/2015 0:00,22800,3080
18/11/2015 0:00,22800,2960
19/11/2015 0:00,22020,2840
20/11/2015 0:00,22020,2840
21/11/2015 0:00,22410,2840
22/11/2015 0:00,21630,2720
23/11/2015 0:00,21240,2720
24/11/2015 0:00,21240,2480
25/11/2015 0:00,21240,2600
26/11/2015 0:00,21630,2480
27/11/2015 0:00,21240,2360
28/11/2015 0:00,21240,2360
29/11/2015 0:00,21240,2240
30/11/2015 0:00,21240,2240
01/12/2015 0:00,21240,2150
02/12/2015 0:00,21240,2150
03/12/2015 0:00,20460,2150
04/12/2015 0:00,20460,2150
05/12/2015 0:00,20460,2480
06/12/2015 0:00,20460,2600
07/12/2015 0:00,20850,2600
08/12/2015 0:00,20460,2480
09/12/2015 0:00,20070,2480
10/12/2015 0:00,20070,2360
11/12/2015 0:00,20460,2360
12/12/2015 0:00,19290,2360
13/12/2015 0:00,18550,2360
14/12/2015 0:00,18900,2480
15/12/2015 0:00,21630,4940
16/12/2015 0:00,139960,36850
17/12/2015 0:00,120840,78840
18/12/2015 0:00,100500,47240
19/12/2015 0:00,69540,74440
20/12/2015 0:00,38720,63110
21/12/2015 0:00,33100,31180
22/12/2015 0:00,32100,20680
23/12/2015 0:00,31140,14240
24/12/2015 0:00,31140,10980
25/12/2015 0:00,30680,6650
26/12/2015 0:00,30220,5320
27/12/2015 0:00,29300,5320
28/12/2015 0:00,29760,4940
29/12/2015 0:00,29760,4340
30/12/2015 0:00,29300,3890
31/12/2015 0:00,29300,3590
01/01/2016 0:00,27460,3160
02/01/2016 0:00,33100,2620
03/01/2016 0:00,24900,2530
04/01/2016 0:00,24900,2350
05/01/2016 0:00,24480,2210
06/01/2016 0:00,24900,2140
07/01/2016 0:00,24060,2070
08/01/2016 0:00,24060,1930
09/01/2016 0:00,23220,1860
10/01/2016 0:00,22800,1720
11/01/2016 0:00,22020,1590
12/01/2016 0:00,19290,1650
13/01/2016 0:00,18200,1590
14/01/2016 0:00,18550,1530
15/01/2016 0:00,18550,1470
16/01/2016 0:00,17850,1350
17/01/2016 0:00,17850,1230
18/01/2016 0:00,17850,1230
19/01/2016 0:00,17500,1170
20/01/2016 0:00,17150,1170
21/01/2016 0:00,17150,1110
22/01/2016 0:00,16450,1050
23/01/2016 0:00,16450,1050
24/01/2016 0:00,15750,1010
25/01/2016 0:00,15750,1010
26/01/2016 0:00,15750,1010
27/01/2016 0:00,15750,1010
28/01/2016 0:00,15750,1010
29/01/2016 0:00,15750,970
30/01/2016 0:00,15750,1010
31/01/2016 0:00,15750,930
01/02/2016 0:00,15750,930
02/02/2016 0:00,15400,970
03/02/2016 0:00,15080,930
04/02/2016 0:00,15080,930
05/02/2016 0:00,14440,890
06/02/2016 0:00,14440,890
07/02/2016 0:00,14120,890
08/02/2016 0:00,13800,850
09/02/2016 0:00,13800,850
10/02/2016 0:00,13800,810
11/02/2016 0:00,13800,770
12/02/2016 0:00,13160,770
13/02/2016 0:00,13160,770
14/02/2016 0:00,13160,770
15/02/2016 0:00,12840,770
16/02/2016 0:00,12840,730
17/02/2016 0:00,12840,730
18/02/2016 0:00,12840,730
19/02/2016 0:00,12200,730
20/02/2016 0:00,12200,690
21/02/2016 0:00,12200,690
22/02/2016 0:00,11640,650
23/02/2016 0:00,11640,650
24/02/2016 0:00,11080,650
25/02/2016 0:00,11080,620
26/02/2016 0:00,10520,620
27/02/2016 0:00,10520,620
28/02/2016 0:00,9960,620
29/02/2016 0:00,9960,620
01/03/2016 0:00,9960,590
02/03/2016 0:00,9960,590
03/03/2016 0:00,9400,650
04/03/2016 0:00,9400,620
05/03/2016 0:00,9400,620
06/03/2016 0:00,8920,590
07/03/2016 0:00,8920,590
08/03/2016 0:00,8920,590
09/03/2016 0:00,8440,590
10/03/2016 0:00,8440,590
11/03/2016 0:00,7960,590
12/03/2016 0:00,7960,590
13/03/2016 0:00,7960,590
14/03/2016 0:00,7480,620
15/03/2016 0:00,7480,730
16/03/2016 0:00,7480,690
17/03/2016 0:00,7480,690
18/03/2016 0:00,7480,690
19/03/2016 0:00,7480,650
20/03/2016 0:00,7240,650
21/03/2016 0:00,7240,650
22/03/2016 0:00,6790,620
23/03/2016 0:00,6790,620
24/03/2016 0:00,6790,620
25/03/2016 0:00,6790,620
26/03/2016 0:00,6370,620
27/03/2016 0:00,6370,620
28/03/2016 0:00,6370,620
29/03/2016 0:00,6580,620
30/03/2016 0:00,6370,620
31/03/2016 0:00,6370,620
01/04/2016 0:00,6160,620
02/04/2016 0:00,5950,620
03/04/2016 0:00,6160,620
04/04/2016 0:00,5950,620
05/04/2016 0:00,5950,650
06/04/2016 0:00,5950,650
07/04/2016 0:00,5950,650
08/04/2016 0:00,6370,650
09/04/2016 0:00,6580,650
10/04/2016 0:00,6160,650
11/04/2016 0:00,6160,650
12/04/2016 0:00,5740,650
13/04/2016 0:00,6160,650
14/04/2016 0:00,6160,650
15/04/2016 0:00,6580,650
16/04/2016 0:00,12200,650
17/04/2016 0:00,13160,650
18/04/2016 0:00,13480,690
19/04/2016 0:00,12840,690
20/04/2016 0:00,8440,690
21/04/2016 0:00,7480,690
22/04/2016 0:00,6160,690
23/04/2016 0:00,6160,690
24/04/2016 0:00,6160,690
25/04/2016 0:00,6160,690
26/04/2016 0:00,5740,690
27/04/2016 0:00,7480,730
28/04/2016 0:00,5950,770
29/04/2016 0:00,5530,850
30/04/2016 0:00,5530,890
01/05/2016 0:00,4730,1010
02/05/2016 0:00,4730,1010
03/05/2016 0:00,4560,930
04/05/2016 0:00,4560,850
05/05/2016 0:00,4220,850
06/05/2016 0:00,4390,810
07/05/2016 0:00,4050,890
08/05/2016 0:00,3710,850
09/05/2016 0:00,3370,810
10/05/2016 0:00,3370,850
11/05/2016 0:00,3060,810
12/05/2016 0:00,3060,810
13/05/2016 0:00,3060,770
14/05/2016 0:00,3060,810
15/05/2016 0:00,3370,770
16/05/2016 0:00,3370,770
17/05/2016 0:00,3540,890
18/05/2016 0:00,3540,970
19/05/2016 0:00,7000,2620
20/05/2016 0:00,7000,3070
21/05/2016 0:00,8920,2530
22/05/2016 0:00,7240,2140
23/05/2016 0:00,7000,1860
24/05/2016 0:00,7000,1530
25/05/2016 0:00,11920,1410
26/05/2016 0:00,40840,1720
27/05/2016 0:00,29760,1590
28/05/2016 0:00,31600,1530
29/05/2016 0:00,26580,1720
30/05/2016 0:00,22410,1530
31/05/2016 0:00,21240,1720
01/06/2016 0:00,33600,1790
02/06/2016 0:00,41370,1650
03/06/2016 0:00,36600,3160
04/06/2016 0:00,38720,3070
05/06/2016 0:00,30220,2890
06/06/2016 0:00,46460,3160
07/06/2016 0:00,54240,2890
08/06/2016 0:00,34600,2530
09/06/2016 0:00,30220,2620
10/06/2016 0:00,34100,2890
11/06/2016 0:00,37660,2980
12/06/2016 0:00,37660,4240
13/06/2016 0:00,32600,3470
14/06/2016 0:00,33600,3160
15/06/2016 0:00,34600,2800
16/06/2016 0:00,50600,2530
17/06/2016 0:00,44750,2440
18/06/2016 0:00,44180,2350
19/06/2016 0:00,56160,6850
20/06/2016 0:00,48200,2980
21/06/2016 0:00,58720,3160
22/06/2016 0:00,44180,6250
23/06/2016 0:00,58720,5130
24/06/2016 0:00,80460,2890
25/06/2016 0:00,57440,2530
26/06/2016 0:00,60000,2440
27/06/2016 0:00,65360,2140
28/06/2016 0:00,68120,2140
29/06/2016 0:00,45890,2070
30/06/2016 0:00,43040,2070
01/07/2016 0:00,43610,2070
02/07/2016 0:00,43610,2140
03/07/2016 0:00,52400,2350
